6300 - 1 for period 23 to 28
6300,28, Total Period Movement,,,0.00
6400 - 1 for period 23 to 28
6400,28, Total Period Movement,,,0.00
6500 - 1 for period 23 to 28
6500,28, Total Period Movement,,,0.00
